id,hotel_code,name,michelin_keys,city,country,country_flag,address,latitude,longitude,google_place_id,michelin_url,website_url,booking_url,google_maps_url,worlds_50_best_rank,worlds_50_best_year
,hotel_485,Hotel Santa María Briones,1,Briones,Spain,🇪🇸,"Calle Concepción 37, 26330 Briones, La Rioja",42.544517,-2.786123,ChIJ4-wo2biLTw0R7gMCQP5_ZT4,,,,https://www.google.com/maps/place/?q=place_id:ChIJ4-wo2biLTw0R7gMCQP5_ZT4,,
,hotel_486,Wittmore,1,Barcelona,Spain,🇪🇸,"Carrer de Riudarenes 7, 08002 Barcelona",41.380947,2.179618,ChIJoeF3VP-ipBIRpjdaHk-xhgk,,,,https://www.google.com/maps/place/?q=place_id:ChIJoeF3VP-ipBIRpjdaHk-xhgk,,
,hotel_487,Cavalta Boutique Hotel,1,Sevilla,Spain,🇪🇸,"Calle San Jacinto 89, 41010 Sevilla",37.381237,-6.008483,ChIJxfoJP2psEg0Rx9xN6z3rwPo,,,,https://www.google.com/maps/place/?q=place_id:ChIJxfoJP2psEg0Rx9xN6z3rwPo,,
,hotel_488,Mercer Barcelona,1,Barcelona,Spain,🇪🇸,"Carrer dels Lledó 7, 08002 Barcelona",41.382539,2.178967,ChIJQ8ly2viipBIRZANMAFMePb8,,,,https://www.google.com/maps/place/?q=place_id:ChIJQ8ly2viipBIRZANMAFMePb8,,
,hotel_489,Es Raco d'Artà,1,Mallorca,Spain,🇪🇸,"Camí des Racó, Ctra. Cala Mitjana Km 1.5, 07579 Artà, Illes Balears",39.705761,3.371635,ChIJ-0b7aZM9lhIR__oSOC3Vm-o,,,,https://www.google.com/maps/place/?q=place_id:ChIJ-0b7aZM9lhIR__oSOC3Vm-o,,
,hotel_490,Antiga Casa Buenavista,1,Barcelona,Spain,🇪🇸,"Ronda de Sant Antoni 84, 08001 Barcelona",41.383775,2.163987,ChIJ3ZT4wIqipBIRGhvErcZvQJE,,,,https://www.google.com/maps/place/?q=place_id:ChIJ3ZT4wIqipBIRGhvErcZvQJE,,
,hotel_491,Terra Dominicata - Hotel & Winery,3,Tarragona,Spain,🇪🇸,"T-702 Km 13, 43379 Escaladei, Tarragona",41.243886,0.796675,ChIJF8NoeQMzoRIRwyhXy5edUEY,,,,https://www.google.com/maps/place/?q=place_id:ChIJF8NoeQMzoRIRwyhXy5edUEY,,
,hotel_492,Alma Barcelona,1,Barcelona,Spain,🇪🇸,"Carrer de Mallorca 269, 08008 Barcelona",41.394541,2.163211,ChIJieF5duejpBIR88M7PSnqtrA,,,,https://www.google.com/maps/place/?q=place_id:ChIJieF5duejpBIR88M7PSnqtrA,,
,hotel_493,CoolRooms Palacio Villapanés,1,Sevilla,Spain,🇪🇸,"Calle Santiago 31, 41003 Sevilla",37.391513,-5.986323,ChIJk2MVLQNsEg0R4uqXt5O0dOo,,,,https://www.google.com/maps/place/?q=place_id:ChIJk2MVLQNsEg0R4uqXt5O0dOo,,
,hotel_494,The Principal Madrid,1,Madrid,Spain,🇪🇸,"Calle del Marqués de Valdeiglesias 1, 28004 Madrid",40.419306,-3.697235,ChIJz271F4QoQg0Rj7DZUDQ7UNE,,,,https://www.google.com/maps/place/?q=place_id:ChIJz271F4QoQg0Rj7DZUDQ7UNE,,
,hotel_495,Hotel Cortijo del Marqués,1,Granada,Spain,🇪🇸,"Camino del Marqués s/n, 18220 Albolote, Granada",37.355257,-3.639549,ChIJE0UDcWsEbg0RF68S1wgt1_c,,,,https://www.google.com/maps/place/?q=place_id:ChIJE0UDcWsEbg0RF68S1wgt1_c,,
,hotel_496,Finca Serena Mallorca,1,Mallorca,Spain,🇪🇸,"Ma-3200 Km 3, 07230 Montuïri, Illes Balears",39.587176,2.946242,ChIJg5xGzQq3lxIRpuZmuuWdeSM,,,,https://www.google.com/maps/place/?q=place_id:ChIJg5xGzQq3lxIRpuZmuuWdeSM,,
,hotel_497,The Artist Grand Hotel of Art,1,Bilbao,Spain,🇪🇸,"Mazarredo Zumarkalea 61, 48009 Bilbao, Bizkaia",43.267255,-2.933896,ChIJOzHiNdlPTg0RDn_G-mhUwu8,,,,https://www.google.com/maps/place/?q=place_id:ChIJOzHiNdlPTg0RDn_G-mhUwu8,,
,hotel_498,Finca Cortesin,1,Marbella,Spain,🇪🇸,"Carretera de Casares Km 2, 29690 Casares, Málaga",36.397025,-5.223518,ChIJ71JF0afQDA0RUiTkTh4mdIA,,,,https://www.google.com/maps/place/?q=place_id:ChIJ71JF0afQDA0RUiTkTh4mdIA,,
,hotel_499,Castillo del Buen Amor,1,Salamanca,Spain,🇪🇸,"Finca Villanueva de Cañedo, N-630 Km 317,6, 37799 Topas, Salamanca",41.157122,-5.67058,ChIJi94RMMHUOA0RS2y0I_nA71o,,,,https://www.google.com/maps/place/?q=place_id:ChIJi94RMMHUOA0RS2y0I_nA71o,,
,hotel_500,Can Mascort Eco Hotel,1,Costa Brava,Spain,🇪🇸,"Carrer Raval Inferior 23, 17200 Palafrugell, Girona",41.915984,3.16358,ChIJq6rOB2JUuhIRbmzZpIE2J3Q,,,,https://www.google.com/maps/place/?q=place_id:ChIJq6rOB2JUuhIRbmzZpIE2J3Q,,
,hotel_501,Can Alberti 1740 Hotel Boutique,1,Minorca,Spain,🇪🇸,"Carrer d'Isabel II 9, 07701 Maó, Illes Balears",39.890102,4.263096,ChIJaSdfWJCHlRIRzGy01ig2jJI,,,,https://www.google.com/maps/place/?q=place_id:ChIJaSdfWJCHlRIRzGy01ig2jJI,,
,hotel_502,Hotel Rector,1,Salamanca,Spain,🇪🇸,"Paseo del Rector Esperabé 10, 37008 Salamanca",40.958752,-5.665721,ChIJ4QoAjWomPw0RawvXAsLC3gA,,,,https://www.google.com/maps/place/?q=place_id:ChIJ4QoAjWomPw0RawvXAsLC3gA,,
,hotel_503,Teranka Formentera,1,Formentera,Spain,🇪🇸,"Carrer Sant Agustí, Platja des Arenals Km 10.7, 07872 Formentera, Illes Balears",38.67182,1.503807,ChIJSUZ7fvlfmRIRIpw2Jo3vqNI,,,,https://www.google.com/maps/place/?q=place_id:ChIJSUZ7fvlfmRIRIpw2Jo3vqNI,,
,hotel_504,Cap Menorca,1,Minorca,Spain,🇪🇸,"Camí de Llucalari, 07730 Alaior, Illes Balears",39.886234,4.089415,ChIJx6iz-suLlRIRHzqnMoJYSKk,,,,https://www.google.com/maps/place/?q=place_id:ChIJx6iz-suLlRIRHzqnMoJYSKk,,
,hotel_505,Brach Madrid - Evok Collection,1,Madrid,Spain,🇪🇸,"Gran Vía 20, 28013 Madrid",40.420058,-3.700063,ChIJObeBgRMpQg0RnCBmL44-3s0,,,,https://www.google.com/maps/place/?q=place_id:ChIJObeBgRMpQg0RnCBmL44-3s0,,
,hotel_506,Cap Rocat,1,Mallorca,Spain,🇪🇸,"Carretera d'Enderrocat s/n, 07609 Cala Blava, Illes Balears",39.47611,2.724302,ChIJ_drNRxOXlxIR0WarZLbVaRQ,,,,https://www.google.com/maps/place/?q=place_id:ChIJ_drNRxOXlxIR0WarZLbVaRQ,,
,hotel_507,"La Residencia, A Belmond Hotel, Mallorca",2,Mallorca,Spain,🇪🇸,"Carrer Son Canals s/n, 07179 Deià, Illes Balears",39.74931,2.649128,ChIJ9birlq3vlxIR_a16RBx3yOQ,,,,https://www.google.com/maps/place/?q=place_id:ChIJ9birlq3vlxIR_a16RBx3yOQ,,
,hotel_508,Akelarre,2,San Sebastian,Spain,🇪🇸,"Padre Orkolaga Ibilbidea 56, 20008 Donostia-San Sebastián, Gipuzkoa",43.307471,-2.04402,ChIJ4bIaMj-xUQ0RdbwuKAnAh48,,,,https://www.google.com/maps/place/?q=place_id:ChIJ4bIaMj-xUQ0RdbwuKAnAh48,,
,hotel_509,Unico,1,Madrid,Spain,🇪🇸,"Calle de Claudio Coello 67, 28001 Madrid",40.428537,-3.686331,ChIJtYDFnpYoQg0RxCiQnrXRZcc,,,,https://www.google.com/maps/place/?q=place_id:ChIJtYDFnpYoQg0RxCiQnrXRZcc,,
,hotel_510,Castell Son Claret,1,Mallorca,Spain,🇪🇸,"Carretera Es Capdellà-Galilea Km 1.7, 07196 Calvià, Illes Balears",39.592174,2.479584,ChIJqeTzXHuKlxIRFaaSn6SS9v4,,,,https://www.google.com/maps/place/?q=place_id:ChIJqeTzXHuKlxIRFaaSn6SS9v4,,
,hotel_511,Es Princep,1,Mallorca,Spain,🇪🇸,"Carrer de Bala Roja 1, 07001 Palma, Illes Balears",39.565653,2.655261,ChIJAUubbkySlxIRsQVKMISNrBA,,,,https://www.google.com/maps/place/?q=place_id:ChIJAUubbkySlxIRsQVKMISNrBA,,
,hotel_512,La Torre del Visco,1,Teruel,Spain,🇪🇸,"Carretera A-1414, 44587 Fuentespalda, Teruel",40.858326,0.076125,ChIJvxCLOfWboBIRu0YnzV42e4c,,,,https://www.google.com/maps/place/?q=place_id:ChIJvxCLOfWboBIRu0YnzV42e4c,,
,hotel_513,URSO,1,Madrid,Spain,🇪🇸,"Calle de Mejía Lequerica 8, 28004 Madrid",40.426912,-3.698108,ChIJE-j1NokoQg0R7vIOKm0HNOk,,,,https://www.google.com/maps/place/?q=place_id:ChIJE-j1NokoQg0R7vIOKm0HNOk,,
,hotel_514,Hospes Palacio Del Bailio,1,Córdoba,Spain,🇪🇸,"Calle Ramírez de las Casas Deza 10-12, 14001 Córdoba",37.887409,-4.777306,ChIJUXGwfXvfbA0RwK-C0h_Q3pQ,,,,https://www.google.com/maps/place/?q=place_id:ChIJUXGwfXvfbA0RwK-C0h_Q3pQ,,
,hotel_515,The One Barcelona,1,Barcelona,Spain,🇪🇸,"Carrer de Provença 277, 08037 Barcelona",41.396113,2.163037,ChIJAweFnpSipBIRKPc2haxNuq8,,,,https://www.google.com/maps/place/?q=place_id:ChIJAweFnpSipBIRKPc2haxNuq8,,
,hotel_516,Can Bordoy Grand House & Garden,1,Mallorca,Spain,🇪🇸,"Carrer del Forn de la Glòria 14, 07012 Palma, Illes Balears",39.56966,2.644423,ChIJJ9iDt0SSlxIRjTMWcgBy7ic,,,,https://www.google.com/maps/place/?q=place_id:ChIJJ9iDt0SSlxIRjTMWcgBy7ic,,
,hotel_517,Almanac Barcelona,1,Barcelona,Spain,🇪🇸,"Gran Via de les Corts Catalanes 619-621, 08007 Barcelona",41.390717,2.169436,ChIJdfJXAfKipBIRdtISLg-8xkY,,,,https://www.google.com/maps/place/?q=place_id:ChIJdfJXAfKipBIRdtISLg-8xkY,,
,hotel_518,Mercer Sevilla,1,Sevilla,Spain,🇪🇸,"Calle de Castelar 26, 41001 Sevilla",37.387558,-5.997449,ChIJi6q6chFsEg0RK00LC3I0zOQ,,,,https://www.google.com/maps/place/?q=place_id:ChIJi6q6chFsEg0RK00LC3I0zOQ,,
,hotel_519,Torre del Marqués Hotel Spa & Winery,2,Teruel,Spain,🇪🇸,"Paraje Torre del Marqués, Carretera A-1414 Km 2,2, 44652 Monroyo, Teruel",40.808342,0.022487,ChIJ3_d2upedoBIRvul3Yf3RJZA,,,,https://www.google.com/maps/place/?q=place_id:ChIJ3_d2upedoBIRvul3Yf3RJZA,,
,hotel_520,Can Cera,1,Mallorca,Spain,🇪🇸,"Carrer de Sant Francesc 8, 07001 Palma, Illes Balears",39.568733,2.651519,ChIJmaYgNk6SlxIRtXb27Crk9h4,,,,https://www.google.com/maps/place/?q=place_id:ChIJmaYgNk6SlxIRtXb27Crk9h4,,
,hotel_521,A Quinta da Auga,1,Santiago de Compostela,Spain,🇪🇸,"Paseo da Amaia 23B, 15706 Santiago de Compostela, A Coruña",42.87033,-8.582582,ChIJkzmplOf9Lg0RwNjh0iNOtGs,,,,https://www.google.com/maps/place/?q=place_id:ChIJkzmplOf9Lg0RwNjh0iNOtGs,,
,hotel_522,"Santa Catalina, a Royal Hideaway Hotel",1,Gran Canaria,Spain,🇪🇸,"Calle León y Castillo 227, 35005 Las Palmas de Gran Canaria",28.121312,-15.428188,ChIJkcrjOdWVQAwRTrmyxmjbGJo,,,,https://www.google.com/maps/place/?q=place_id:ChIJkcrjOdWVQAwRTrmyxmjbGJo,,
,hotel_523,"Canfranc Estación, a Royal Hideaway Hotel",2,Huesca,Spain,🇪🇸,"Calle Huesca, 22880 Canfranc-Estación, Huesca",42.751374,-0.514201,ChIJpyRpXg2bVw0RQImyGMavCio,,,,https://www.google.com/maps/place/?q=place_id:ChIJpyRpXg2bVw0RQImyGMavCio,,
,hotel_524,Bahia del Duque,1,Tenerife,Spain,🇪🇸,"Avenida de Bruselas s/n, 38660 Costa Adeje, Santa Cruz de Tenerife",28.093354,-16.742028,ChIJddc4dkuXagwRZvnrw2JrS7E,,,,https://www.google.com/maps/place/?q=place_id:ChIJddc4dkuXagwRZvnrw2JrS7E,,
,hotel_525,Esperit Roca,1,Girona,Spain,🇪🇸,"Carrer Major, 17481 Sant Julià de Ramis, Girona",42.032183,2.848097,ChIJGQ9RQXvnuhIReQpDCWV3boc,,,,https://www.google.com/maps/place/?q=place_id:ChIJGQ9RQXvnuhIReQpDCWV3boc,,
,hotel_526,Hotel La Caminera Club de Campo,1,Torrenueva,Spain,🇪🇸,"Calle Vega s/n, 13740 Torrenueva, Ciudad Real",38.665994,-3.31073,ChIJF9nVkLgzaQ0RHjUYTOJcQHA,,,,https://www.google.com/maps/place/?q=place_id:ChIJF9nVkLgzaQ0RHjUYTOJcQHA,,
,hotel_527,Fairmont La Hacienda Costa del Sol,1,Alcaidesa,Spain,🇪🇸,"Calle Faro de Punta Mala 2, 11360 San Roque, Cádiz",36.246937,-5.310135,ChIJCZw3jK_DDA0Rxa4hJBdtAv4,,,,https://www.google.com/maps/place/?q=place_id:ChIJCZw3jK_DDA0Rxa4hJBdtAv4,,
,hotel_528,Rural Sant Ignasi,1,Minorca,Spain,🇪🇸,"Ronda Norte s/n, 07760 Ciutadella, Illes Balears",40.025558,3.865362,ChIJz4ROmAsEvhIRBAKFuuHq8aI,,,,https://www.google.com/maps/place/?q=place_id:ChIJz4ROmAsEvhIRBAKFuuHq8aI,,
,hotel_529,Only YOU Boutique Hotel Madrid,1,Madrid,Spain,🇪🇸,"Calle del Barquillo 21, 28004 Madrid",40.422256,-3.695749,ChIJ3_0ZmYUoQg0REPut3yCZGR8,,,,https://www.google.com/maps/place/?q=place_id:ChIJ3_0ZmYUoQg0REPut3yCZGR8,,
,hotel_530,Predi Son Jaumell,1,Mallorca,Spain,🇪🇸,"Carretera Cala Mesquida Km 1, 07580 Capdepera, Illes Balears",39.713442,3.428509,ChIJHcZaRiUWlhIRZEjFTClmky8,,,,https://www.google.com/maps/place/?q=place_id:ChIJHcZaRiUWlhIRZEjFTClmky8,,
,hotel_531,Hotel Mas Lazuli,1,Girona,Spain,🇪🇸,"Carretera de Roses s/n, 17494 Pau, Girona",42.313636,3.124768,ChIJv5IIRvZiuhIRWS6HYIgsSSQ,,,,https://www.google.com/maps/place/?q=place_id:ChIJv5IIRvZiuhIRWS6HYIgsSSQ,,
,hotel_532,"Santo Mauro, a Luxury Collection Hotel",1,Madrid,Spain,🇪🇸,"Calle de Zurbano 36, 28010 Madrid",40.43097,-3.69311,ChIJzzekXDUpQg0Rstt-zySruSY,,,,https://www.google.com/maps/place/?q=place_id:ChIJzzekXDUpQg0Rstt-zySruSY,,
,hotel_533,VIVOOD Landscape Hotel & Spa,1,Alicante,Spain,🇪🇸,"Carretera Guadalest-Alcoi 10, 03516 Benimantell, Alicante",38.679378,-0.204128,ChIJd-a1MUL2YQ0RcLweHfjF0Sw,,,,https://www.google.com/maps/place/?q=place_id:ChIJd-a1MUL2YQ0RcLweHfjF0Sw,,
,hotel_534,Seda Club Hotel,1,Granada,Spain,🇪🇸,"Calle Buensuceso 2, 18001 Granada",37.175818,-3.601964,ChIJke4jepX8cQ0RdofiIom0xzo,,,,https://www.google.com/maps/place/?q=place_id:ChIJke4jepX8cQ0RdofiIom0xzo,,
,hotel_535,Hotel Arts Barcelona,1,Barcelona,Spain,🇪🇸,"Carrer de la Marina 19-21, 08005 Barcelona",41.387057,2.196421,ChIJG11mEw-jpBIRVUCfp2u8Pv8,,,,https://www.google.com/maps/place/?q=place_id:ChIJG11mEw-jpBIRVUCfp2u8Pv8,,
,hotel_536,Sa Creu Nova Petit Palais,1,Mallorca,Spain,🇪🇸,"Carrer Nou 10, 07630 Campos, Illes Balears",39.433661,3.018517,ChIJQQLFaOKtlxIRd99i0Dbcuzs,,,,https://www.google.com/maps/place/?q=place_id:ChIJQQLFaOKtlxIRd99i0Dbcuzs,,
,hotel_537,ABaC Restaurant & Hotel,1,Barcelona,Spain,🇪🇸,"Avinguda del Tibidabo 1, 08022 Barcelona",41.410635,2.136359,ChIJjZxWjQ-YpBIR_xbBOD9lZ1k,,,,https://www.google.com/maps/place/?q=place_id:ChIJjZxWjQ-YpBIR_xbBOD9lZ1k,,
,hotel_538,Son Brull,1,Mallorca,Spain,🇪🇸,"Carretera Palma-Puerto Pollença Km 50, 07460 Pollença, Illes Balears",39.864211,3.024564,ChIJkdwj8gbUlxIRWcq_S1Y96Wo,,,,https://www.google.com/maps/place/?q=place_id:ChIJkdwj8gbUlxIRWcq_S1Y96Wo,,
,hotel_539,Cap Vermell Grand Hotel,1,Mallorca,Spain,🇪🇸,"Urbanització Atalaia de Canyamel, Vial A 12, 07589 Canyamel, Illes Balears",39.668952,3.439541,ChIJQQkcsugVlhIR7bHWYfbZd3I,,,,https://www.google.com/maps/place/?q=place_id:ChIJQQkcsugVlhIR7bHWYfbZd3I,,
,hotel_540,"Mandarin Oriental Ritz, Madrid",3,Madrid,Spain,🇪🇸,"Plaza de la Lealtad 5, 28014 Madrid",40.415758,-3.692607,ChIJYfC-KYMoQg0RhCEOyVqku7k,,,,https://www.google.com/maps/place/?q=place_id:ChIJYfC-KYMoQg0RhCEOyVqku7k,,
,hotel_541,Mandarin Oriental Barcelona,2,Barcelona,Spain,🇪🇸,"Passeig de Gràcia 38-40, 08007 Barcelona",41.391168,2.166577,ChIJ6zCmfe2ipBIRgNs_xHC75Ec,,,,https://www.google.com/maps/place/?q=place_id:ChIJ6zCmfe2ipBIRgNs_xHC75Ec,,
,hotel_542,Hotel Maria Cristina,1,San Sebastian,Spain,🇪🇸,"República Argentina Kalea 4, 20004 Donostia-San Sebastián, Gipuzkoa",43.321808,-1.980106,ChIJkx4kFFClUQ0RCjqo9uELMfs,,,,https://www.google.com/maps/place/?q=place_id:ChIJkx4kFFClUQ0RCjqo9uELMfs,,
,hotel_543,Rosewood Villa Magna,2,Madrid,Spain,🇪🇸,"Paseo de la Castellana 22, 28046 Madrid",40.429952,-3.688152,ChIJv2lEjJMoQg0RK7Lwq40XKPs,,,,https://www.google.com/maps/place/?q=place_id:ChIJv2lEjJMoQg0RK7Lwq40XKPs,,
,hotel_544,"Hotel Marques de Riscal, a Luxury Collection Hotel",1,Elciego,Spain,🇪🇸,"Calle Torrea 1, 01340 Elciego, Álava",42.511588,-2.617609,ChIJAxH59vdXRQ0RD5l06F8sw14,,,,https://www.google.com/maps/place/?q=place_id:ChIJAxH59vdXRQ0RD5l06F8sw14,,
,hotel_545,Royal Hideaway Corales Suites,1,Tenerife,Spain,🇪🇸,"Avenida Virgen de Guadalupe 21, 38679 La Caleta, Santa Cruz de Tenerife",28.100391,-16.75227,ChIJba7tRtuRagwRPF6W9bRihfE,,,,https://www.google.com/maps/place/?q=place_id:ChIJba7tRtuRagwRPF6W9bRihfE,,
,hotel_546,La Almunia del Valle,1,Granada,Spain,🇪🇸,"Camino de la Umbría s/n, 18193 Monachil, Granada",37.122353,-3.533332,ChIJzxN4E1LkcQ0RP8Pfpa6iYN4,,,,https://www.google.com/maps/place/?q=place_id:ChIJzxN4E1LkcQ0RP8Pfpa6iYN4,,
,hotel_547,Anantara Villa Padierna Palace Benahavís Marbella Resort,1,Marbella,Spain,🇪🇸,"Carretera de Cádiz Km 166, 29679 Marbella, Málaga",36.475722,-5.053196,ChIJY0xJF48rcw0Rj17mRI5ee-A,,,,https://www.google.com/maps/place/?q=place_id:ChIJY0xJF48rcw0Rj17mRI5ee-A,,
,hotel_548,"Petunia Ibiza, Beaumier Hotel",1,Ibiza,Spain,🇪🇸,"Carrer de Sa Pala Marina, 07830 Sant Josep de sa Talaia, Illes Balears",38.898237,1.220266,ChIJ3efp3VdLmRIRPabKH_B34kg,,,,https://www.google.com/maps/place/?q=place_id:ChIJ3efp3VdLmRIRPabKH_B34kg,,
,hotel_549,Palacio de Luces,1,Luces,Spain,🇪🇸,"Carretera AS-257 s/n, 33328 Luces, Asturias",43.515863,-5.288206,ChIJv8CX5B8ONg0RarZ8fNJIcBo,,,,https://www.google.com/maps/place/?q=place_id:ChIJv8CX5B8ONg0RarZ8fNJIcBo,,
,hotel_550,Hotel L'Avenida,1,Mallorca,Spain,🇪🇸,"Avinguda de la Gran Via 9, 07100 Sóller, Illes Balears",39.7665,2.712575,ChIJBxzoz7jolxIRvej-4YIeBSU,,,,https://www.google.com/maps/place/?q=place_id:ChIJBxzoz7jolxIRvej-4YIeBSU,,
,hotel_551,Little Beach House Barcelona,1,Garraf,Spain,🇪🇸,"Carrer Mirador del Port 1, 08871 Garraf, Barcelona",41.254558,1.904651,ChIJM-iqQAF_oxIR_xmwGmHDvKI,,,,https://www.google.com/maps/place/?q=place_id:ChIJM-iqQAF_oxIR_xmwGmHDvKI,,
,hotel_552,Fontsanta Thermal Spa & Wellness,1,Mallorca,Spain,🇪🇸,"Carretera Campos-Colonia de Sant Jordi Km 8, 07638 Campos, Illes Balears",39.354149,3.015286,ChIJr_-OK1iplxIRSubL0HcW_x4,,,,https://www.google.com/maps/place/?q=place_id:ChIJr_-OK1iplxIRSubL0HcW_x4,,
,hotel_553,Vincci Selección Unuk,1,Sevilla,Spain,🇪🇸,"Calle Ortiz de Zúñiga 8, 41004 Sevilla",37.391568,-5.990654,ChIJ0_zrJjltEg0RCgQ4X798XfQ,,,,https://www.google.com/maps/place/?q=place_id:ChIJ0_zrJjltEg0RCgQ4X798XfQ,,
,hotel_554,La Fonda Heritage,1,Marbella,Spain,🇪🇸,"Plaza Santo Cristo 9-10, 29601 Marbella, Málaga",36.512221,-4.885222,ChIJN0SiXXnZcg0Rmyk4-uiWYzM,,,,https://www.google.com/maps/place/?q=place_id:ChIJN0SiXXnZcg0Rmyk4-uiWYzM,,
,hotel_555,Gran Hotel Inglés,1,Madrid,Spain,🇪🇸,"Calle de Echegaray 8, 28014 Madrid",40.415938,-3.699805,ChIJk4gpCYEoQg0RR3tk2RIVU38,,,,https://www.google.com/maps/place/?q=place_id:ChIJk4gpCYEoQg0RR3tk2RIVU38,,
,hotel_556,Caro Hotel,1,Valencia,Spain,🇪🇸,"Carrer de l'Almirall 14, 46003 València",39.475965,-0.372066,ChIJ23zCha1IYA0Rle1XU8Lfv0U,,,,https://www.google.com/maps/place/?q=place_id:ChIJ23zCha1IYA0Rle1XU8Lfv0U,,
,hotel_557,Hotel Puntagrande,1,El Hierro,Spain,🇪🇸,"Calle Las Puntas, 38911 Frontera, Santa Cruz de Tenerife",27.797073,-17.99205,ChIJzY3dhfheawwRSH6XG5aKkwk,,,,https://www.google.com/maps/place/?q=place_id:ChIJzY3dhfheawwRSH6XG5aKkwk,,
,hotel_558,Marbella Club Hotel,1,Marbella,Spain,🇪🇸,"Avenida Bulevar Príncipe Alfonso de Hohenlohe s/n, 29602 Marbella, Málaga",36.506716,-4.919159,ChIJ28JYziAocw0RmKPLnSOmWBo,,,,https://www.google.com/maps/place/?q=place_id:ChIJ28JYziAocw0RmKPLnSOmWBo,,
,hotel_559,Serras Barcelona,1,Barcelona,Spain,🇪🇸,"Passeig de Colom 9, 08002 Barcelona",41.380183,2.180797,ChIJswKcjlWipBIRcXDvPKgkezo,,,,https://www.google.com/maps/place/?q=place_id:ChIJswKcjlWipBIRcXDvPKgkezo,,
,hotel_560,Lasala Plaza Hotel,1,San Sebastian,Spain,🇪🇸,"Lasala Plaza 2, 20003 Donostia-San Sebastián, Gipuzkoa",43.322267,-1.986584,ChIJL5wiZU2lUQ0Ru9PzDBfLXvo,,,,https://www.google.com/maps/place/?q=place_id:ChIJL5wiZU2lUQ0Ru9PzDBfLXvo,,
,hotel_561,Yurbban Passage,1,Barcelona,Spain,🇪🇸,"Carrer de Trafalgar 26, 08010 Barcelona",41.388707,2.175948,ChIJ4ew88vqipBIRCxgXWI6vLB8,,,,https://www.google.com/maps/place/?q=place_id:ChIJ4ew88vqipBIRCxgXWI6vLB8,,
,hotel_562,Mas de Torrent,2,Costa Brava,Spain,🇪🇸,"Afueras de Torrent s/n, 17123 Torrent, Girona",41.954088,3.124803,ChIJtRLVTthVuhIRdssQQ4S1fkA,,,,https://www.google.com/maps/place/?q=place_id:ChIJtRLVTthVuhIRdssQQ4S1fkA,,
,hotel_563,Hotel Villa Favorita - Adults Only,1,San Sebastian,Spain,🇪🇸,"Zubieta Kalea 26, 20007 Donostia-San Sebastián, Gipuzkoa",43.316883,-1.986147,ChIJOS6Zg1SlUQ0ReK_dhrBvw8M,,,,https://www.google.com/maps/place/?q=place_id:ChIJOS6Zg1SlUQ0ReK_dhrBvw8M,,
,hotel_564,CoolRooms Palacio de Atocha,1,Madrid,Spain,🇪🇸,"Calle de Atocha 34, 28012 Madrid",40.413214,-3.701095,ChIJ72m4GKYpQg0Rds4AFQP6Hdc,,,,https://www.google.com/maps/place/?q=place_id:ChIJ72m4GKYpQg0Rds4AFQP6Hdc,,
,hotel_565,"Palacio de los Duques, Gran Meliá",1,Madrid,Spain,🇪🇸,"Cuesta de Santo Domingo 5, 28013 Madrid",40.419756,-3.709671,ChIJYZY0u3soQg0RxvxnGKfm25c,,,,https://www.google.com/maps/place/?q=place_id:ChIJYZY0u3soQg0RxvxnGKfm25c,,
,hotel_566,Casa Beatnik Country House,1,La Coruña,Spain,🇪🇸,"Lugar de Galegos 6, 15885 Vedra, A Coruña",42.784762,-8.435512,ChIJB7_7O16pLw0RTYSn04_XbtI,,,,https://www.google.com/maps/place/?q=place_id:ChIJB7_7O16pLw0RTYSn04_XbtI,,
,hotel_567,Hotel Peralada Wine Spa & Golf,1,Girona,Spain,🇪🇸,"Carrer de Rocabertí s/n, 17491 Peralada, Girona",42.314279,3.022492,ChIJMYDK4tSOuhIRDNeUN-Yolq8,,,,https://www.google.com/maps/place/?q=place_id:ChIJMYDK4tSOuhIRDNeUN-Yolq8,,
,hotel_568,Boutique Hotel Posada Terra Santa,1,Mallorca,Spain,🇪🇸,"Carrer de la Posada de Terra Santa 5, 07001 Palma, Illes Balears",39.56989,2.653395,ChIJzVKOAU6SlxIR1Gq7Vsd1bGU,,,,https://www.google.com/maps/place/?q=place_id:ChIJzVKOAU6SlxIR1Gq7Vsd1bGU,,
,hotel_569,Soho House Barcelona,1,Barcelona,Spain,🇪🇸,"Plaça del Duc de Medinaceli 4, 08002 Barcelona",41.37854,2.179353,ChIJaRrLeFaipBIRjZMLadig3Yc,,,,https://www.google.com/maps/place/?q=place_id:ChIJaRrLeFaipBIRjZMLadig3Yc,,
,hotel_573,Yamagata The Takinami,1,Nanyo,Japan,🇯🇵,"3005 Akayu, Nanyo, Yamagata 999-2211",38.047969,140.170572,ChIJhS8C7cBVil8RD6a4eavoH3A,,,,https://www.google.com/maps/place/?q=place_id:ChIJhS8C7cBVil8RD6a4eavoH3A,,
,hotel_574,Rosewood Miyakojima,2,Miyakojima,Japan,🇯🇵,"Nikadori 1068-1 Hirara, Miyakojima, Okinawa 906-0008",24.841647,125.287568,ChIJ4abj8IZT9DQRf4AHZwLbEFo,,,,https://www.google.com/maps/place/?q=place_id:ChIJ4abj8IZT9DQRf4AHZwLbEFo,,
