id,hotel_code,name,michelin_keys,city,country,country_flag,address,latitude,longitude,google_place_id,michelin_url,website_url,booking_url,google_maps_url,worlds_50_best_rank,worlds_50_best_year
,hotel_395,Monteverdi Tuscany,2,Castiglioncello del Trinoro,Italy,🇮🇹,"Via di Mezzo 2, 53047 Castiglioncello del Trinoro SI",42.991782,11.81344,ChIJLZ4gy45EKRMRu4lG4A_BknQ,,,,https://www.google.com/maps/place/?q=place_id:ChIJLZ4gy45EKRMRu4lG4A_BknQ,,
,hotel_396,Vista Verona,1,Verona,Italy,🇮🇹,"Corticella Leoni 3, 37121 Verona VR",45.440683,11.000007,ChIJNwV2GEhff0cRC4alXXS1mHc,,,,https://www.google.com/maps/place/?q=place_id:ChIJNwV2GEhff0cRC4alXXS1mHc,,
,hotel_397,Palazzo Ripetta,1,Rome,Italy,🇮🇹,"Via di Ripetta 231, 00186 Roma RM",41.908371,12.475978,ChIJw2oMKbthLxMRBFcRrLqsVYE,,,,https://www.google.com/maps/place/?q=place_id:ChIJw2oMKbthLxMRBFcRrLqsVYE,,
,hotel_398,ADLER Lodge RITTEN,1,Soprabolzano,Italy,🇮🇹,"Stella 20, 39054 Soprabolzano BZ",46.534636,11.439575,ChIJDxIqfgl1eEcRo62Y_nh8bzY,,,,https://www.google.com/maps/place/?q=place_id:ChIJDxIqfgl1eEcRo62Y_nh8bzY,,
,hotel_399,LA ROQQA,1,Porto Ercole,Italy,🇮🇹,"Via Panoramica 7, 58018 Porto Ercole GR",42.389785,11.208958,ChIJwbf3mqVdKBMR8yRCHZagbDg,,,,https://www.google.com/maps/place/?q=place_id:ChIJwbf3mqVdKBMR8yRCHZagbDg,,
,hotel_400,Villa Petriolo,1,Cerreto Guidi,Italy,🇮🇹,"Via di Petriolo 7, 50050 Cerreto Guidi FI",43.742573,10.848573,ChIJs1VKtv1lKhMRV0A-eBDUSUs,,,,https://www.google.com/maps/place/?q=place_id:ChIJs1VKtv1lKhMRV0A-eBDUSUs,,
,hotel_401,Portrait Milano,2,Milan,Italy,🇮🇹,"Corso Venezia 11, 20121 Milano MI",45.468135,9.198456,ChIJBTS1TvXHhkcR8W8XL7GMJaw,,,,https://www.google.com/maps/place/?q=place_id:ChIJBTS1TvXHhkcR8W8XL7GMJaw,,
,hotel_402,Hotel Miramalfi,1,Amalfi,Italy,🇮🇹,"Via Salvatore Quasimodo 3, 84011 Amalfi SA",40.630571,14.594686,ChIJbZdxV7OVOxMRaWB9CbcEpc4,,,,https://www.google.com/maps/place/?q=place_id:ChIJbZdxV7OVOxMRaWB9CbcEpc4,,
,hotel_403,COMO Alpina Dolomites,1,Alpe di Siusi,Italy,🇮🇹,"Compatsch 62/3, 39040 Alpe di Siusi BZ",46.543352,11.616647,ChIJnxjCulVseEcRAgzDCQT2-bk,,,,https://www.google.com/maps/place/?q=place_id:ChIJnxjCulVseEcRAgzDCQT2-bk,,
,hotel_404,Aman Rosa Alpina,2,San Cassiano,Italy,🇮🇹,"Strada Micurà de Rü 20, 39036 San Cassiano BZ",46.571428,11.931176,ChIJt9LEx0o5eEcRGuzlID984rI,,,,https://www.google.com/maps/place/?q=place_id:ChIJt9LEx0o5eEcRGuzlID984rI,,
,hotel_405,La Fiermontina Palazzo Bozzi Corso,2,Lecce,Italy,🇮🇹,"Via Umberto I 38, 73100 Lecce LE",40.356071,18.172314,ChIJRy191eUuRBMR9s5J5FMSLzQ,,,,https://www.google.com/maps/place/?q=place_id:ChIJRy191eUuRBMR9s5J5FMSLzQ,,
,hotel_406,Casa Cipriani Milano,1,Milan,Italy,🇮🇹,"Via Palestro 24, 20121 Milano MI",45.472043,9.20173,ChIJ25QoypHHhkcRFEXeMgT35xI,,,,https://www.google.com/maps/place/?q=place_id:ChIJ25QoypHHhkcRFEXeMgT35xI,,
,hotel_407,Palazzo Petrvs,1,Orvieto,Italy,🇮🇹,"Via del Duomo 23, 05018 Orvieto TR",42.717739,12.111547,ChIJ6dsIBk7NLhMRje37Op8vSHM,,,,https://www.google.com/maps/place/?q=place_id:ChIJ6dsIBk7NLhMRje37Op8vSHM,,
,hotel_408,Casa Newton,1,Pienza,Italy,🇮🇹,"Strada Comunale del Borghetto 43, 53026 Pienza SI",43.095561,11.715407,ChIJM8SryaNdKRMRSIIlyeXor8U,,,,https://www.google.com/maps/place/?q=place_id:ChIJM8SryaNdKRMRSIIlyeXor8U,,
,hotel_409,"La Palma Capri, an Oetker Collection Hotel",2,Capri,Italy,🇮🇹,"Via Vittorio Emanuele 39, 80073 Capri NA",40.550366,14.243665,ChIJWzLbDCx4OxMRPMwTakI32b0,,,,https://www.google.com/maps/place/?q=place_id:ChIJWzLbDCx4OxMRPMwTakI32b0,,
,hotel_410,"Collegio alla Querce, Auberge Collection",2,Florence,Italy,🇮🇹,"Via delle Forbici 21B, 50133 Firenze FI",43.787659,11.278082,ChIJtXzJvkZUKhMRqBcu5y4adD4,,,,https://www.google.com/maps/place/?q=place_id:ChIJtXzJvkZUKhMRqBcu5y4adD4,,
,hotel_411,Villa Corallo,1,Sant'Omero,Italy,🇮🇹,"Via Metella Nuova 37, 64027 Sant'Omero TE",42.797493,13.781129,ChIJ64wsCSHuMRMRxevrz1gDBN0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ64wsCSHuMRMRxevrz1gDBN0,,
,hotel_412,Wine Relais Feudi del Pisciotto,1,Niscemi,Italy,🇮🇹,"Contrada Pisciotto, SP 31 km 2, 93015 Niscemi CL",37.113923,14.413341,ChIJLXWfTG0HERMR905SiAXCmVM,,,,https://www.google.com/maps/place/?q=place_id:ChIJLXWfTG0HERMR905SiAXCmVM,,
,hotel_413,Donna Coraly Country Boutique Hotel,1,Syracuse,Italy,🇮🇹,"Traversa San Michele, 96100 Siracusa SR",36.997496,15.238783,ChIJlyh8x0jNExMR19kyGoQ4FHo,,,,https://www.google.com/maps/place/?q=place_id:ChIJlyh8x0jNExMR19kyGoQ4FHo,,
,hotel_414,Villa La Massa,1,Florence,Italy,🇮🇹,"Via della Massa 24, 50012 Candeli FI",43.76506,11.333699,ChIJYyANrahUKhMRif5P9rdrpm8,,,,https://www.google.com/maps/place/?q=place_id:ChIJYyANrahUKhMRif5P9rdrpm8,,
,hotel_415,Corte di Gabriela,1,Venice,Italy,🇮🇹,"Calle dei Avvocati 3836, 30124 Venezia VE",45.434954,12.331717,ChIJJ99HbdCxfkcR7vQWSA2qEk0,,,,https://www.google.com/maps/place/?q=place_id:ChIJJ99HbdCxfkcR7vQWSA2qEk0,,
,hotel_416,Borgo dei Conti Resort,1,Boschetto Vecchio,Italy,🇮🇹,"Strada Tavernelle Castiglione della Valle 36, 06132 Boschetto Vecchio PG",43.006088,12.227181,ChIJx17dpLuvLhMRGWKxn1S7E5E,,,,https://www.google.com/maps/place/?q=place_id:ChIJx17dpLuvLhMRGWKxn1S7E5E,,
,hotel_417,Lido Palace,1,Riva del Garda,Italy,🇮🇹,"Viale Giosuè Carducci 10, 38066 Riva del Garda TN",45.883242,10.846617,ChIJF7lrxNcWgkcRGZsod4m_KBg,,,,https://www.google.com/maps/place/?q=place_id:ChIJF7lrxNcWgkcRGZsod4m_KBg,,
,hotel_418,Palazzo Pascal,1,Scala,Italy,🇮🇹,"Piazza Minuta 1, 84010 Scala SA",40.646439,14.604181,ChIJny1_gZiVOxMRmvcBWvQUrxw,,,,https://www.google.com/maps/place/?q=place_id:ChIJny1_gZiVOxMRmvcBWvQUrxw,,
,hotel_419,Vivere Suites and Rooms,1,Arco,Italy,🇮🇹,"Via Gobbi Epifanio 30, 38062 Arco TN",45.915535,10.865543,ChIJoQaGWKkWgkcRINm4cWywHK0,,,,https://www.google.com/maps/place/?q=place_id:ChIJoQaGWKkWgkcRINm4cWywHK0,,
,hotel_420,Lagació Hotel Mountain Residence,1,San Cassiano,Italy,🇮🇹,"Strada Micurà de Rü 48, 39036 Badia BZ",46.570247,11.933834,ChIJ4Sr6dUo5eEcRtpK5ClbGjZo,,,,https://www.google.com/maps/place/?q=place_id:ChIJ4Sr6dUo5eEcRtpK5ClbGjZo,,
,hotel_421,Casa Clàt,1,Cagliari,Italy,🇮🇹,"Viale Regina Margherita 55/57, 09124 Cagliari CA",39.214042,9.116785,ChIJk46pmQk05xIRwgQjjpqkjUY,,,,https://www.google.com/maps/place/?q=place_id:ChIJk46pmQk05xIRwgQjjpqkjUY,,
,hotel_422,Lake Spa Hotel SEELEITEN,1,Kaltern,Italy,🇮🇹,"San Giuseppe al Lago, Strada del Vino 30, 39052 Caldaro BZ",46.385837,11.252843,ChIJ0cHf27uEgkcRrLVj8HKjXlc,,,,https://www.google.com/maps/place/?q=place_id:ChIJ0cHf27uEgkcRrLVj8HKjXlc,,
,hotel_423,La Fiermontina Luxury Home,1,Lecce,Italy,🇮🇹,"Piazzetta De Summa Scipione 4, 73100 Lecce LE",40.357904,18.169838,ChIJYeMYMOYuRBMRb9KAolQeibY,,,,https://www.google.com/maps/place/?q=place_id:ChIJYeMYMOYuRBMRb9KAolQeibY,,
,hotel_424,Stella d'Italia,1,Florence,Italy,🇮🇹,"Via de' Tornabuoni 7, 50123 Firenze FI",43.77086,11.25127,ChIJV4VF6FVXKhMR6RDZEtQnKsw,,,,https://www.google.com/maps/place/?q=place_id:ChIJV4VF6FVXKhMR6RDZEtQnKsw,,
,hotel_425,Conti di San Bonifacio,1,Gavorrano,Italy,🇮🇹,"Località Casteani 1, 58023 Gavorrano GR",42.996743,10.998343,ChIJZz58AtyUKRMRjW0nl4oUolo,,,,https://www.google.com/maps/place/?q=place_id:ChIJZz58AtyUKRMRjW0nl4oUolo,,
,hotel_426,Portrait Roma,1,Rome,Italy,🇮🇹,"Via Bocca di Leone 23, 00187 Roma RM",41.905349,12.480282,ChIJVWAyUFRgLxMRIpEyP89UFys,,,,https://www.google.com/maps/place/?q=place_id:ChIJVWAyUFRgLxMRIpEyP89UFys,,
,hotel_427,Masseria Calderisi,1,Savelletri di Fasano,Italy,🇮🇹,"Strada Comunale Sarzano 12/A, 72015 Fasano BR",40.85827,17.396548,ChIJt2wTg7JJRhMR6At_Z2-9Mgc,,,,https://www.google.com/maps/place/?q=place_id:ChIJt2wTg7JJRhMR6At_Z2-9Mgc,,
,hotel_428,Ottolire Resort,1,Locorotondo,Italy,🇮🇹,"Contrada Papariello Serafino 59, 70010 Locorotondo BA",40.774502,17.37407,ChIJAwKcld5NRhMRxXgyloL-FUg,,,,https://www.google.com/maps/place/?q=place_id:ChIJAwKcld5NRhMRxXgyloL-FUg,,
,hotel_429,Lefay Resort & Spa Lago di Garda,1,Gargnano,Italy,🇮🇹,"Via Angelo Feltrinelli 136, 25084 Gargnano BS",45.686899,10.645559,ChIJTRELSu6KgUcRua2FgMIrHwA,,,,https://www.google.com/maps/place/?q=place_id:ChIJTRELSu6KgUcRua2FgMIrHwA,,
,hotel_430,Critabianca,1,Cutrofiano,Italy,🇮🇹,"Via vicinale Corraturo, 73020 Cutrofiano LE",40.114227,18.175345,ChIJnY8CoeMYRBMRsuyEyG88O2I,,,,https://www.google.com/maps/place/?q=place_id:ChIJnY8CoeMYRBMRsuyEyG88O2I,,
,hotel_431,Masseria della Volpe,1,Noto,Italy,🇮🇹,"Contrada Casale, 96017 Noto SR",36.80376,14.989914,ChIJLc13aqmJERMR9FCA8mj1Yeg,,,,https://www.google.com/maps/place/?q=place_id:ChIJLc13aqmJERMR9FCA8mj1Yeg,,
,hotel_432,Singer Palace Hotel Roma,1,Rome,Italy,🇮🇹,"Via Alessandro Specchi 10, 00186 Roma RM",41.898942,12.48114,ChIJe3PAh1JgLxMR_eHChuCUgcE,,,,https://www.google.com/maps/place/?q=place_id:ChIJe3PAh1JgLxMR_eHChuCUgcE,,
,hotel_433,Seven Rooms Villadorata,1,Noto,Italy,🇮🇹,"Via Camillo Benso Conte di Cavour 53, 96017 Noto SR",36.892367,15.069724,ChIJGUaiTa4pEhMRUonA0Zp8gzA,,,,https://www.google.com/maps/place/?q=place_id:ChIJGUaiTa4pEhMRUonA0Zp8gzA,,
,hotel_434,Lefay Resort & Spa Dolomiti,2,Pinzolo,Italy,🇮🇹,"Via Alpe di Grual 16, 38086 Pinzolo TN",46.167086,10.766358,ChIJcZHJg_dbgkcRhmrQVwk6YcQ,,,,https://www.google.com/maps/place/?q=place_id:ChIJcZHJg_dbgkcRhmrQVwk6YcQ,,
,hotel_435,Siena House,1,Torrita di Siena,Italy,🇮🇹,"Località Pietrabianca 140, 53049 Torrita di Siena SI",43.188301,11.751272,ChIJH1bXaCvgKxMR6iYrXMQMEvY,,,,https://www.google.com/maps/place/?q=place_id:ChIJH1bXaCvgKxMR6iYrXMQMEvY,,
,hotel_436,Lùme,1,Syracuse,Italy,🇮🇹,"Via Larga 30, 96100 Siracusa SR",37.058934,15.296964,ChIJsabd74HNExMR99P3q4pbBrI,,,,https://www.google.com/maps/place/?q=place_id:ChIJsabd74HNExMR99P3q4pbBrI,,
,hotel_437,Hotel Signum,1,Salina,Italy,🇮🇹,"Via Pastificio, 98050 Malfa ME",38.579196,14.834199,ChIJa25JkC1uFhMR7VIMcd5xXT4,,,,https://www.google.com/maps/place/?q=place_id:ChIJa25JkC1uFhMR7VIMcd5xXT4,,
,hotel_438,Grand Hotel et de Milan,2,Milan,Italy,🇮🇹,"Via Alessandro Manzoni 29, 20121 Milano MI",45.469922,9.192503,ChIJz4oic7HGhkcR6DARPUTOSHk,,,,https://www.google.com/maps/place/?q=place_id:ChIJz4oic7HGhkcR6DARPUTOSHk,,
,hotel_439,Principe Forte dei Marmi,1,Forte dei Marmi,Italy,🇮🇹,"Viale Ammiraglio Morin 67, 55042 Forte dei Marmi LU",43.951805,10.176174,ChIJ58N6WQQK1RIR4fRKTKdJGsQ,,,,https://www.google.com/maps/place/?q=place_id:ChIJ58N6WQQK1RIR4fRKTKdJGsQ,,
,hotel_440,Villa Crespi,1,Lake Orta,Italy,🇮🇹,"Via Giuseppe Fava 18, 28016 Orta San Giulio NO",45.79641,8.416054,ChIJCbA4Ku4MhkcRDYaPQYuwaCI,,,,https://www.google.com/maps/place/?q=place_id:ChIJCbA4Ku4MhkcRDYaPQYuwaCI,,
,hotel_441,La Barchessa di Villa Pisani,1,Bagnolo di Lonigo,Italy,🇮🇹,"Via Risaie 1/3, 36045 Bagnolo VI",45.357815,11.370818,ChIJP6uB9rY_f0cRZ3IOmS7O4zI,,,,https://www.google.com/maps/place/?q=place_id:ChIJP6uB9rY_f0cRZ3IOmS7O4zI,,
,hotel_442,Bellevue Hotel & Spa,2,Cogne,Italy,🇮🇹,"Rue Grand Paradis 22, 11012 Cogne AO",45.606682,7.355521,ChIJD-C-MXLhiEcR9QB0AZB3Ypw,,,,https://www.google.com/maps/place/?q=place_id:ChIJD-C-MXLhiEcR9QB0AZB3Ypw,,
,hotel_443,Paragon 700 Boutique Hotel & SPA,1,Ostuni,Italy,🇮🇹,"Largo Michele Ayroldi Carissimo 14, 72017 Ostuni BR",40.729873,17.577025,ChIJd6NEszhDRhMRHESbCq22jkM,,,,https://www.google.com/maps/place/?q=place_id:ChIJd6NEszhDRhMRHESbCq22jkM,,
,hotel_444,Gardena Grödnerhof Hotel & Spa,1,Ortisei,Italy,🇮🇹,"Via Vidalong 3, 39046 Ortisei BZ",46.572253,11.673661,ChIJXSzwMfwSeEcRSGUJSqQEN8g,,,,https://www.google.com/maps/place/?q=place_id:ChIJXSzwMfwSeEcRSGUJSqQEN8g,,
,hotel_445,"Splendido Mare, A Belmond Hotel, Portofino",1,Portofino,Italy,🇮🇹,"Via Roma 2, 16034 Portofino GE",44.303385,9.209128,ChIJryr6wMCf1BIRxA-YykyJTLU,,,,https://www.google.com/maps/place/?q=place_id:ChIJryr6wMCf1BIRxA-YykyJTLU,,
,hotel_446,The Place Firenze,1,Florence,Italy,🇮🇹,"Piazza di Santa Maria Novella 7, 50123 Firenze FI",43.772926,11.249805,ChIJI4A8galWKhMRMeMpaP5CV9M,,,,https://www.google.com/maps/place/?q=place_id:ChIJI4A8galWKhMRMeMpaP5CV9M,,
,hotel_447,Grand Hotel Tremezzo,2,Tremezzina,Italy,🇮🇹,"Via Statale 5401, 22019 Tremezzina CO",45.984757,9.228526,ChIJ7_uuAswihEcRVIzteVsHb98,,,,https://www.google.com/maps/place/?q=place_id:ChIJ7_uuAswihEcRVIzteVsHb98,,
,hotel_448,Villa d'Este,1,Cernobbio,Italy,🇮🇹,"Via Regina 40, 22012 Cernobbio CO",45.845008,9.079384,ChIJqTV2BISdhkcREpyNyeFCEf0,,,,https://www.google.com/maps/place/?q=place_id:ChIJqTV2BISdhkcREpyNyeFCEf0,,
,hotel_449,Lupaia,1,Torrita di Siena,Italy,🇮🇹,"Località Lupaia 74, 53049 Torrita di Siena SI",43.112952,11.750305,ChIJOQSJcH5eKRMREvXZf2szYa8,,,,https://www.google.com/maps/place/?q=place_id:ChIJOQSJcH5eKRMREvXZf2szYa8,,
,hotel_450,L'Andana,1,Castiglione della Pescaia,Italy,🇮🇹,"Località Badiola, 58043 Castiglione della Pescaia GR",42.797393,10.972716,ChIJKXPET13IKRMRsi8iF2BowNc,,,,https://www.google.com/maps/place/?q=place_id:ChIJKXPET13IKRMRsi8iF2BowNc,,
,hotel_451,Hotel Capo La Gala,1,Vico Equense,Italy,🇮🇹,"Via Luigi Serio 8, 80069 Vico Equense NA",40.674834,14.435947,ChIJO_AJAlyYOxMRvTpLa_SNFYY,,,,https://www.google.com/maps/place/?q=place_id:ChIJO_AJAlyYOxMRvTpLa_SNFYY,,
,hotel_452,Borgo Egnazia,2,Savelletri di Fasano,Italy,🇮🇹,"Strada Comunale Egnazia, 72015 Savelletri BR",40.875191,17.397339,ChIJ9TNOP1pJRhMRBbrDI8lSF4g,,,,https://www.google.com/maps/place/?q=place_id:ChIJ9TNOP1pJRhMRBbrDI8lSF4g,,
,hotel_453,Borgo San Felice Resort,1,Castelnuovo Berardenga,Italy,🇮🇹,"Località San Felice, 53019 Castelnuovo Berardenga SI",43.388062,11.45839,ChIJFbKvehbOKxMRm8e928rOxJY,,,,https://www.google.com/maps/place/?q=place_id:ChIJFbKvehbOKxMRm8e928rOxJY,,
,hotel_454,Capri Tiberio Palace,1,Capri,Italy,🇮🇹,"Via Croce 11-15, 80073 Capri NA",40.550962,14.24705,ChIJL8HpOCl4OxMRnd6pclJPops,,,,https://www.google.com/maps/place/?q=place_id:ChIJL8HpOCl4OxMRnd6pclJPops,,
,hotel_455,Borgo Santo Pietro,3,Chiusdino,Italy,🇮🇹,"Località Palazzetto 110, 53012 Palazzetto SI",43.143248,11.128451,ChIJd8eywwKPKRMRbszjHYowgCM,,,,https://www.google.com/maps/place/?q=place_id:ChIJd8eywwKPKRMRbszjHYowgCM,,
,hotel_456,Castello Banfi - Il Borgo,1,Montalcino,Italy,🇮🇹,"Castello di Poggio alle Mura, 53024 Montalcino SI",42.980003,11.398773,ChIJEbmQto12KRMRCYaHurhLxw0,,,,https://www.google.com/maps/place/?q=place_id:ChIJEbmQto12KRMRCYaHurhLxw0,,
,hotel_457,Relais Blu,1,Massa Lubrense,Italy,🇮🇹,"Via Roncato 60, 80061 Termini NA",40.589358,14.329882,ChIJDZGLfaudOxMRrAcc6YRrtNM,,,,https://www.google.com/maps/place/?q=place_id:ChIJDZGLfaudOxMRrAcc6YRrtNM,,
,hotel_458,Palazzo Avino,1,Ravello,Italy,🇮🇹,"Via San Giovanni del Toro 28, 84010 Ravello SA",40.651072,14.613026,ChIJU45w3J-VOxMRuCjFJd_zaFU,,,,https://www.google.com/maps/place/?q=place_id:ChIJU45w3J-VOxMRuCjFJd_zaFU,,
,hotel_459,"The First Arte, Rome",1,Rome,Italy,🇮🇹,"Via del Vantaggio 14, 00186 Roma RM",41.908741,12.475663,ChIJkYnSJ1ZgLxMRinaZxWR9ahk,,,,https://www.google.com/maps/place/?q=place_id:ChIJkYnSJ1ZgLxMRinaZxWR9ahk,,
,hotel_460,Terra - The Magic Place,1,Sarentino,Italy,🇮🇹,"Prati 21, 39058 Sarentino BZ",46.651791,11.322479,ChIJI0PeyImjgkcRar4w7mUaHAo,,,,https://www.google.com/maps/place/?q=place_id:ChIJI0PeyImjgkcRar4w7mUaHAo,,
,hotel_461,Son Bunyola Hotel & Villas,1,Mallorca,Spain,🇪🇸,"Carretera C-710, 07191 Banyalbufar, Illes Balears",39.69452,2.541154,ChIJcSxusPfzlxIRLVwcpesqGnY,,,,https://www.google.com/maps/place/?q=place_id:ChIJcSxusPfzlxIRLVwcpesqGnY,,
,hotel_462,Faustino Gran,1,Minorca,Spain,🇪🇸,"Carrer de sa Muradeta 22, 07760 Ciutadella, Illes Balears",40.002433,3.836635,ChIJxTO3WQgEvhIRdKabiSkrQcs,,,,https://www.google.com/maps/place/?q=place_id:ChIJxTO3WQgEvhIRdKabiSkrQcs,,
,hotel_463,Only YOU Hotel Atocha,1,Madrid,Spain,🇪🇸,"Paseo de la Infanta Isabel 13, 28014 Madrid",40.407295,-3.688325,ChIJjUEvDCQmQg0Ryh7Zw5eUWGg,,,,https://www.google.com/maps/place/?q=place_id:ChIJjUEvDCQmQg0Ryh7Zw5eUWGg,,
,hotel_464,"The Palace, A Luxury Collection Hotel, Madrid",1,Madrid,Spain,🇪🇸,"Plaza de las Cortes 7, 28014 Madrid",40.415446,-3.695816,ChIJG_oXeZwoQg0RT0nvorPocaA,,,,https://www.google.com/maps/place/?q=place_id:ChIJG_oXeZwoQg0RT0nvorPocaA,,
,hotel_465,Nobis Hotel Palma,1,Mallorca,Spain,🇪🇸,"Carrer de les Caputxines 9, 07003 Palma, Illes Balears",39.572526,2.648759,ChIJfY90BBKTlxIRPRtC3k74MZs,,,,https://www.google.com/maps/place/?q=place_id:ChIJfY90BBKTlxIRPRtC3k74MZs,,
,hotel_466,"Castillo Hotel Son Vida, a Luxury Collection Hotel",1,Mallorca,Spain,🇪🇸,"Carrer Raixa 2, 07013 Son Vida, Illes Balears",39.591798,2.595914,ChIJkWejFxKNlxIRhMBraP1n0_E,,,,https://www.google.com/maps/place/?q=place_id:ChIJkWejFxKNlxIRhMBraP1n0_E,,
,hotel_467,Room Mate Helen Berger,1,Valencia,Spain,🇪🇸,"Carrer de les Comèdies 22-24, 46003 València",39.472443,-0.37261,ChIJr2H7B7NIYA0R1g8wrJuAuyE,,,,https://www.google.com/maps/place/?q=place_id:ChIJr2H7B7NIYA0R1g8wrJuAuyE,,
,hotel_468,Seventy Barcelona,1,Barcelona,Spain,🇪🇸,"Carrer de Còrsega 344-352, 08037 Barcelona",41.398061,2.161556,ChIJr9RlaP6jpBIRdK4q34UIxaM,,,,https://www.google.com/maps/place/?q=place_id:ChIJr9RlaP6jpBIRdK4q34UIxaM,,
,hotel_469,Mirlo Barcelona,1,Barcelona,Spain,🇪🇸,"Avinguda del Tibidabo 32, 08022 Barcelona",41.413537,2.134884,ChIJuRAl2BqYpBIRW2StquLgikU,,,,https://www.google.com/maps/place/?q=place_id:ChIJuRAl2BqYpBIRW2StquLgikU,,
,hotel_470,Four Seasons Hotel Madrid,2,Madrid,Spain,🇪🇸,"Calle de Sevilla 3, 28014 Madrid",40.417212,-3.700341,ChIJ8VTJCWgpQg0RoDKdirL96Hk,,,,https://www.google.com/maps/place/?q=place_id:ChIJ8VTJCWgpQg0RoDKdirL96Hk,,
,hotel_471,La Zambra Resort,1,Malaga,Spain,🇪🇸,"Avenida de Louison Bobet 9, 29650 Mijas, Málaga",36.552909,-4.666753,ChIJrYNyj6bhcg0RJxTIGH2EJng,,,,https://www.google.com/maps/place/?q=place_id:ChIJrYNyj6bhcg0RJxTIGH2EJng,,
,hotel_472,Only YOU Hotel Valencia,1,Valencia,Spain,🇪🇸,"Plaça de Rodrigo Botet 5, 46002 València",39.471361,-0.375023,ChIJpRUYtExPYA0RPvMEDMWEuC8,,,,https://www.google.com/maps/place/?q=place_id:ChIJpRUYtExPYA0RPvMEDMWEuC8,,
,hotel_473,Helguera Palacio Boutique & Antique,1,Santander,Spain,🇪🇸,"Palacio de la Helguera s/n, 39679 Las Presillas, Cantabria",43.318819,-3.980477,ChIJ-WyKSUU7SQ0Rk7dDBP6VpWg,,,,https://www.google.com/maps/place/?q=place_id:ChIJ-WyKSUU7SQ0Rk7dDBP6VpWg,,
,hotel_474,El Llorenç Parc de la Mar,1,Mallorca,Spain,🇪🇸,"Plaça de Llorenç Villalonga 4, 07001 Palma, Illes Balears",39.56571,2.65301,ChIJ_doTdWqTlxIRSS_jRqdFYXw,,,,https://www.google.com/maps/place/?q=place_id:ChIJ_doTdWqTlxIRSS_jRqdFYXw,,
,hotel_475,Hotel Can Ferrereta,2,Mallorca,Spain,🇪🇸,"Carrer de Can Ferrereta 12, 07650 Santanyí, Illes Balears",39.355304,3.1282,ChIJ0yRHtoRUlhIRsDhiej4xDHM,,,,https://www.google.com/maps/place/?q=place_id:ChIJ0yRHtoRUlhIRsDhiej4xDHM,,
,hotel_476,Sant Francesc Hotel Singular,1,Mallorca,Spain,🇪🇸,"Plaça de Sant Francesc 5, 07001 Palma, Illes Balears",39.569009,2.652627,ChIJq91MFE6SlxIROtHO4YzDMH8,,,,https://www.google.com/maps/place/?q=place_id:ChIJq91MFE6SlxIROtHO4YzDMH8,,
,hotel_477,Ohla Eixample,1,Barcelona,Spain,🇪🇸,"Carrer de Còrsega 289, 08008 Barcelona",41.394578,2.156478,ChIJXxO87pCipBIRyTmqW3c9Kt8,,,,https://www.google.com/maps/place/?q=place_id:ChIJXxO87pCipBIRyTmqW3c9Kt8,,
,hotel_478,Torralbenc,1,Minorca,Spain,🇪🇸,"Carretera Maó-Cala en Porter Km 10, 07730 Alaior, Illes Balears",39.887271,4.146087,ChIJWfi_rBiKlRIRYYsx9qjda6M,,,,https://www.google.com/maps/place/?q=place_id:ChIJWfi_rBiKlRIRYYsx9qjda6M,,
,hotel_479,Cristine Bedfor Mahón,1,Minorca,Spain,🇪🇸,"Carrer de la Infanta 19, 07702 Maó, Illes Balears",39.88731,4.265462,ChIJ4ZcWtVqHlRIRyORI0vQDFRo,,,,https://www.google.com/maps/place/?q=place_id:ChIJ4ZcWtVqHlRIRyORI0vQDFRo,,
,hotel_480,Atrio Restaurante Hotel,3,Cáceres,Spain,🇪🇸,"Plaza San Mateo 1, 10003 Cáceres",39.473018,-6.371306,ChIJm1JTpdbfFQ0Rv2Lf-opFjX0,,,,https://www.google.com/maps/place/?q=place_id:ChIJm1JTpdbfFQ0Rv2Lf-opFjX0,,
,hotel_481,Pepe Vieira,2,Pontevedra,Spain,🇪🇸,"Camiño Serpe s/n, 36992 Raxó, Pontevedra",42.409271,-8.754545,ChIJoxQRkNZoLw0RV2H7QGzqXew,,,,https://www.google.com/maps/place/?q=place_id:ChIJoxQRkNZoLw0RV2H7QGzqXew,,
,hotel_482,Monument Hotel,1,Barcelona,Spain,🇪🇸,"Passeig de Gràcia 75, 08008 Barcelona",41.393785,2.16222,ChIJw-1RB5OipBIR0T-aKnKSAIA,,,,https://www.google.com/maps/place/?q=place_id:ChIJw-1RB5OipBIR0T-aKnKSAIA,,
,hotel_483,"Convent de La Missió, Grand Luxury Boutique Hotel",1,Mallorca,Spain,🇪🇸,"Carrer de la Missió 7A, 07003 Palma, Illes Balears",39.573646,2.651271,ChIJhwAiHFGSlxIR4Jw9mnr8CwE,,,,https://www.google.com/maps/place/?q=place_id:ChIJhwAiHFGSlxIR4Jw9mnr8CwE,,
,hotel_484,Abadía Retuerta LeDomaine,3,Valladolid,Spain,🇪🇸,"N-122 km 332,5, 47340 Sardón de Duero, Valladolid",41.616118,-4.410899,ChIJ____L8wdRw0Rw4GbNfM1L9A,,,,https://www.google.com/maps/place/?q=place_id:ChIJ____L8wdRw0Rw4GbNfM1L9A,,
